id;Model;Year;Region;Color;Fuel_Type;Transmission;Engine_Size_L;Mileage_KM;Price_USD;Sales_Volume;Sales_Classification
34285;7 Series;2011;Europe;Black;Electric;Manual;22;55735;71141;5628;Low
34286;5 Series;2019;Asia;Blue;Electric;Automatic;19;73680;44007;4658;Low
34287;M3;2019;Africa;Red;Diesel;Automatic;50;82244;66924;4044;Low
34288;i8;2019;Middle East;Red;Petrol;Automatic;31;40258;78163;457;Low
34289;i8;2014;Africa;Silver;Hybrid;Manual;21;122160;117226;2121;Low
34290;X1;2015;Asia;Black;Hybrid;Automatic;46;111708;107361;9808;High
34291;7 Series;2013;Africa;Blue;Diesel;Manual;23;159673;98431;1483;Low
34292;5 Series;2016;Middle East;Blue;Hybrid;Manual;47;144677;93994;6692;Low
34293;i8;2011;North America;Silver;Diesel;Automatic;19;38191;49803;1195;Low
34294;3 Series;2016;Europe;Red;Diesel;Manual;44;83813;100055;7294;High
34295;M3;2011;Middle East;Black;Diesel;Manual;21;158322;90570;1346;Low
34296;7 Series;2010;Africa;Blue;Electric;Manual;48;131477;86125;9599;High
34297;X3;2020;Europe;Red;Diesel;Automatic;35;79529;100933;2086;Low
34298;X3;2014;Africa;Black;Diesel;Automatic;22;130493;52496;7907;High
34299;M3;2011;South America;Grey;Petrol;Manual;45;36425;64827;7202;High
34300;M5;2017;Europe;Red;Petrol;Automatic;29;101527;84598;8843;High
34301;i8;2021;North America;Black;Hybrid;Manual;41;9584;52427;2830;Low
34302;i3;2021;South America;Silver;Electric;Automatic;38;25586;83196;2150;Low
34303;3 Series;2021;Asia;Silver;Electric;Automatic;40;94176;61550;166;Low
34304;M3;2017;Africa;Grey;Diesel;Manual;27;63095;87755;3770;Low
34305;M3;2010;North America;Blue;Electric;Automatic;48;90901;82267;6119;Low
34306;5 Series;2013;Asia;Grey;Petrol;Manual;35;41630;69689;5887;Low
34307;3 Series;2023;Europe;Blue;Diesel;Automatic;18;82362;47689;1739;Low
34308;i8;2018;North America;White;Diesel;Manual;17;105639;89719;5862;Low
34309;X6;2014;Middle East;Blue;Electric;Manual;41;176357;36812;5855;Low
34310;7 Series;2021;Asia;Red;Electric;Manual;45;135256;113687;7930;High
34311;X6;2020;Middle East;Silver;Hybrid;Manual;39;142096;45281;6027;Low
34312;3 Series;2019;Asia;Grey;Petrol;Automatic;25;33223;60041;1788;Low
34313;M5;2022;North America;Black;Hybrid;Manual;23;34563;61644;5631;Low
34314;M3;2015;North America;Red;Diesel;Automatic;35;79699;84618;4526;Low
34315;M5;2012;Africa;Grey;Hybrid;Manual;22;26874;77606;4582;Low
34316;X1;2014;North America;Red;Electric;Automatic;28;196487;102473;1528;Low
34317;i8;2023;Africa;Silver;Hybrid;Manual;37;156055;88688;3634;Low
34318;X5;2021;Middle East;Blue;Electric;Automatic;25;198952;55105;7495;High
34319;i3;2022;North America;Red;Petrol;Automatic;28;154551;79840;7565;High
34320;M5;2022;South America;Silver;Electric;Manual;28;14235;69694;7186;High
34321;X5;2022;Asia;Blue;Diesel;Automatic;31;79393;110511;4160;Low
34322;i3;2010;South America;White;Electric;Automatic;39;145735;70565;7260;High
34323;X6;2017;South America;Grey;Hybrid;Automatic;42;87663;115984;8500;High
34324;3 Series;2020;Asia;Grey;Diesel;Manual;38;56174;74064;9604;High
34325;X6;2024;Africa;Red;Electric;Automatic;16;68355;116899;8122;High
34326;X3;2015;Europe;Silver;Diesel;Manual;46;48529;114410;4328;Low
34327;X3;2021;Middle East;Silver;Diesel;Automatic;35;163105;107887;3639;Low
34328;i3;2011;Asia;White;Diesel;Manual;47;153471;102646;197;Low
34329;X6;2013;Africa;Silver;Petrol;Manual;49;134811;61298;3253;Low
34330;X6;2013;Asia;White;Diesel;Automatic;31;91373;95904;8927;High
34331;i8;2018;South America;Grey;Electric;Automatic;47;113135;115300;1438;Low
34332;i8;2018;Asia;Blue;Petrol;Automatic;28;193957;74262;1124;Low
34333;X1;2014;North America;Red;Diesel;Automatic;24;12657;45922;4982;Low
34334;X5;2021;Africa;Blue;Hybrid;Automatic;18;108612;58112;6702;Low
34335;X3;2012;Asia;Red;Diesel;Manual;31;145784;43475;9332;High
34336;i3;2010;Europe;White;Petrol;Manual;39;67747;101006;7308;High
34337;M5;2015;South America;Red;Petrol;Automatic;49;189445;48123;3514;Low
34338;i3;2017;Africa;Silver;Diesel;Manual;33;35891;73411;7781;High
34339;X1;2010;North America;Blue;Diesel;Automatic;41;161911;79312;5368;Low
34340;3 Series;2020;Africa;White;Hybrid;Automatic;46;102182;119147;6280;Low
34341;i8;2010;Europe;Grey;Petrol;Automatic;34;142477;64366;6384;Low
34342;X3;2024;North America;Red;Petrol;Automatic;21;176496;56706;9725;High
34343;M5;2020;North America;Grey;Hybrid;Automatic;45;153388;74536;4154;Low
34344;X6;2016;South America;White;Hybrid;Manual;35;195289;30767;6190;Low
34345;i8;2016;North America;White;Hybrid;Automatic;42;160345;95025;1897;Low
34346;M5;2011;Africa;White;Diesel;Automatic;38;49914;73198;1939;Low
34347;X3;2012;Europe;White;Electric;Automatic;17;157100;114808;8473;High
34348;X1;2011;South America;Red;Petrol;Automatic;21;174065;117968;290;Low
34349;i8;2015;Asia;Silver;Hybrid;Manual;25;103547;54347;477;Low
34350;M5;2022;Asia;Silver;Petrol;Manual;25;23430;112947;4968;Low
34351;M5;2022;Europe;Red;Electric;Manual;44;33551;43233;6970;Low
34352;5 Series;2017;North America;White;Hybrid;Manual;36;93288;92462;6857;Low
34353;M5;2017;South America;Black;Electric;Manual;18;183676;75075;6661;Low
34354;M5;2024;Africa;Grey;Hybrid;Automatic;29;79017;57225;4583;Low
34355;M3;2010;Asia;Grey;Electric;Automatic;34;62016;90493;4013;Low
34356;3 Series;2020;Africa;White;Electric;Manual;24;115838;90969;739;Low
34357;5 Series;2018;Europe;Black;Diesel;Manual;16;181733;39921;350;Low
34358;X1;2020;Middle East;Blue;Diesel;Automatic;28;175154;103656;6149;Low
34359;X5;2017;Europe;Red;Electric;Automatic;31;48605;88499;5067;Low
34360;i3;2018;Europe;Black;Electric;Manual;47;83774;116032;5492;Low
34361;i8;2022;Africa;Blue;Diesel;Automatic;47;152052;117782;3008;Low
34362;7 Series;2023;Europe;Grey;Electric;Automatic;33;102614;47539;4580;Low
34363;M3;2022;Africa;Silver;Hybrid;Automatic;32;181377;30265;5256;Low
34364;M5;2018;North America;Grey;Hybrid;Automatic;37;131133;55115;7292;High
34365;X5;2020;Africa;White;Petrol;Automatic;24;112173;67720;6577;Low
34366;M3;2021;Europe;Silver;Hybrid;Automatic;25;65293;65781;988;Low
34367;X1;2015;Middle East;White;Petrol;Manual;15;2637;92005;5849;Low
34368;X1;2012;Europe;Red;Electric;Automatic;18;47658;60958;2230;Low
34369;i8;2010;Europe;Grey;Hybrid;Automatic;21;49536;95880;2636;Low
34370;M5;2020;South America;Blue;Electric;Manual;37;113947;93266;4674;Low
34371;7 Series;2017;Middle East;White;Electric;Manual;22;192595;59404;7826;High
34372;5 Series;2019;North America;Silver;Hybrid;Automatic;19;92178;93175;2927;Low
34373;i3;2012;South America;Black;Hybrid;Automatic;37;128480;54182;2040;Low
34374;X6;2022;Europe;Blue;Hybrid;Manual;38;42995;86418;4642;Low
34375;X5;2016;South America;Silver;Diesel;Manual;17;197309;54348;3458;Low
34376;5 Series;2022;South America;White;Hybrid;Manual;42;57315;32186;4762;Low
34377;X6;2019;North America;White;Petrol;Automatic;36;132103;38391;2612;Low
34378;5 Series;2015;South America;Silver;Petrol;Automatic;29;109158;108946;8829;High
34379;X1;2012;Europe;Black;Hybrid;Manual;49;106451;109257;7261;High
34380;i3;2015;Asia;Silver;Hybrid;Automatic;15;113723;56099;4442;Low
34381;X1;2021;Middle East;Red;Electric;Manual;34;7211;85288;5742;Low
34382;7 Series;2012;South America;Blue;Electric;Automatic;21;52860;114250;141;Low
34383;X5;2022;Europe;White;Diesel;Automatic;27;47792;57982;6743;Low
34384;M5;2024;Asia;Red;Petrol;Manual;20;14165;39289;9579;High
34385;M3;2022;Europe;Silver;Diesel;Manual;38;100206;89290;7250;High
34386;7 Series;2023;North America;Blue;Electric;Automatic;29;190681;38959;7168;High
34387;X6;2018;Africa;Grey;Hybrid;Automatic;50;138671;45595;479;Low
34388;i3;2022;North America;Blue;Hybrid;Manual;38;17101;107462;1639;Low
34389;M3;2010;Middle East;Grey;Hybrid;Automatic;47;11542;94501;1111;Low
34390;X3;2022;Africa;Blue;Petrol;Manual;23;176689;95394;4187;Low
34391;M3;2017;Europe;Blue;Electric;Automatic;26;178;44072;7876;High
34392;M3;2014;North America;Blue;Hybrid;Automatic;28;86596;38749;3932;Low
34393;3 Series;2024;South America;White;Diesel;Manual;44;25266;110822;314;Low
34394;X1;2013;Asia;White;Petrol;Automatic;22;161611;105802;682;Low
34395;M5;2010;Europe;Grey;Diesel;Manual;48;123220;43966;9561;High
34396;M5;2018;South America;Silver;Petrol;Manual;17;7440;104048;1934;Low
34397;3 Series;2022;Africa;Blue;Diesel;Manual;46;43976;78013;1221;Low
34398;M5;2018;Europe;Red;Petrol;Manual;31;105727;79983;3035;Low
34399;M3;2022;Asia;Black;Electric;Automatic;33;88784;31893;5544;Low
34400;5 Series;2014;South America;Red;Electric;Manual;50;181331;33245;5873;Low
34401;X1;2023;South America;Black;Diesel;Automatic;45;54680;90161;5924;Low
34402;M5;2020;Europe;Red;Petrol;Manual;47;10849;69408;9237;High
34403;X1;2018;Europe;Blue;Electric;Automatic;35;47194;39977;4521;Low
34404;X1;2024;North America;Red;Petrol;Automatic;48;151684;109907;3951;Low
34405;X5;2019;Europe;Black;Hybrid;Manual;39;174787;87384;9167;High
34406;5 Series;2023;South America;White;Hybrid;Automatic;44;171887;89283;7202;High
34407;M3;2018;Middle East;Silver;Diesel;Automatic;40;112536;46815;1414;Low
34408;M5;2016;Europe;White;Petrol;Automatic;42;178992;101690;1061;Low
34409;i3;2017;Asia;White;Hybrid;Automatic;37;46617;109421;8714;High
34410;i8;2010;Europe;Red;Diesel;Manual;40;187127;117157;9884;High
34411;M5;2013;Middle East;Silver;Hybrid;Automatic;30;17150;36845;4235;Low
34412;X6;2019;Middle East;Silver;Diesel;Manual;40;64346;34976;4956;Low
34413;i8;2019;Africa;Grey;Petrol;Automatic;25;101163;116336;1312;Low
34414;X6;2024;Africa;Black;Diesel;Manual;37;109415;71614;8088;High
34415;3 Series;2013;North America;Black;Petrol;Automatic;33;55968;100145;6822;Low
34416;M3;2021;Europe;Silver;Hybrid;Manual;46;32188;30543;3113;Low
34417;X1;2018;Europe;Black;Petrol;Automatic;39;112904;78904;5992;Low
34418;X1;2012;Middle East;Silver;Hybrid;Manual;36;107170;64961;3040;Low
34419;5 Series;2024;Europe;Silver;Electric;Automatic;26;45575;98804;2507;Low
34420;M5;2021;Africa;Silver;Petrol;Automatic;45;189324;94253;5032;Low
34421;X6;2019;Middle East;White;Hybrid;Manual;17;47811;44582;8236;High
34422;X6;2024;Africa;White;Diesel;Automatic;46;162216;93061;9927;High
34423;X5;2019;Middle East;Red;Hybrid;Automatic;38;113028;92778;7171;High
34424;7 Series;2010;Middle East;Grey;Petrol;Manual;22;159851;93554;874;Low
34425;7 Series;2024;Asia;Blue;Petrol;Manual;47;121066;109348;168;Low
34426;i8;2020;Africa;Red;Hybrid;Manual;26;130829;34528;760;Low
34427;i8;2014;Europe;Black;Petrol;Manual;21;39755;114470;2766;Low
34428;i3;2016;Middle East;Blue;Hybrid;Automatic;26;113156;70024;9031;High
34429;M3;2021;Africa;White;Electric;Automatic;49;154252;87326;8996;High
34430;X3;2013;Europe;Black;Electric;Automatic;41;34326;117157;3004;Low
34431;M3;2018;South America;White;Petrol;Automatic;47;167977;102494;7549;High
34432;X1;2015;Middle East;Blue;Hybrid;Manual;25;43436;109236;6798;Low
34433;7 Series;2015;Europe;Grey;Diesel;Manual;18;127524;38982;491;Low
34434;i3;2012;Middle East;Blue;Electric;Automatic;35;133182;83472;5145;Low
34435;5 Series;2019;Africa;White;Hybrid;Manual;32;147568;103612;4814;Low
34436;i8;2019;South America;Black;Electric;Manual;40;13160;67295;1232;Low
34437;X1;2014;Middle East;Silver;Petrol;Automatic;34;143533;56192;6933;Low
34438;3 Series;2019;South America;White;Electric;Automatic;29;118264;100816;856;Low
34439;X1;2015;Europe;White;Electric;Manual;15;72054;43674;9981;High
34440;3 Series;2023;Europe;Grey;Hybrid;Automatic;31;165441;91100;9476;High
34441;M3;2013;Africa;Blue;Hybrid;Manual;19;47599;46120;4527;Low
34442;i3;2022;Middle East;Blue;Diesel;Automatic;47;170872;35444;2475;Low
34443;i3;2012;South America;Black;Hybrid;Manual;47;29390;33809;3242;Low
34444;M3;2014;Europe;Red;Diesel;Manual;43;57122;81004;9540;High
34445;X5;2016;Middle East;Black;Diesel;Manual;21;183991;104575;9993;High
34446;3 Series;2020;Europe;Silver;Electric;Automatic;20;39278;104246;3292;Low
34447;M5;2015;Africa;Grey;Hybrid;Automatic;35;50135;36192;1548;Low
34448;i8;2011;South America;Blue;Electric;Automatic;40;27690;44080;2614;Low
34449;X3;2010;Africa;Grey;Diesel;Manual;47;87606;114493;8439;High
34450;M5;2014;Africa;Silver;Hybrid;Manual;46;92249;110996;5628;Low
34451;X5;2014;North America;Red;Petrol;Manual;20;41761;107735;7324;High
34452;3 Series;2021;South America;White;Electric;Manual;50;13203;49012;1914;Low
34453;X5;2021;Asia;Blue;Petrol;Manual;20;28992;39774;1843;Low
34454;i3;2015;South America;Grey;Hybrid;Manual;44;133583;89428;8415;High
34455;X5;2012;Middle East;Red;Electric;Automatic;36;50679;82884;3522;Low
34456;X5;2010;Europe;White;Diesel;Manual;39;145996;102225;3913;Low
34457;X3;2024;Middle East;Silver;Electric;Automatic;36;150626;35728;8955;High
34458;X6;2013;South America;Blue;Hybrid;Manual;45;86012;98082;8775;High
34459;M3;2013;Middle East;Grey;Hybrid;Automatic;37;88990;105653;1955;Low
34460;i3;2019;Africa;Red;Hybrid;Manual;45;106156;37328;4206;Low
34461;X3;2011;South America;Grey;Petrol;Manual;20;72624;74458;3648;Low
34462;i8;2023;Africa;Grey;Electric;Manual;45;183142;50950;2268;Low
34463;M3;2017;South America;Silver;Petrol;Manual;50;132280;96786;1228;Low
34464;i8;2015;Middle East;White;Petrol;Manual;38;156877;84505;1337;Low
34465;i3;2021;Europe;Black;Petrol;Automatic;49;195861;108198;1463;Low
34466;M3;2012;Africa;Black;Hybrid;Manual;23;22016;83012;7499;High
34467;i8;2024;Asia;White;Diesel;Manual;44;176761;115946;3301;Low
34468;7 Series;2010;Asia;Blue;Diesel;Automatic;21;131311;112115;270;Low
34469;i3;2021;Middle East;Red;Hybrid;Automatic;33;122780;56612;7896;High
34470;5 Series;2020;Asia;Grey;Diesel;Automatic;38;2382;60135;5636;Low
34471;3 Series;2012;Asia;Grey;Hybrid;Automatic;38;146920;111233;7848;High
34472;X5;2017;Asia;Grey;Diesel;Manual;38;82;72234;2453;Low
34473;i3;2013;South America;Blue;Electric;Automatic;26;61410;74038;8120;High
34474;i8;2012;South America;Silver;Diesel;Automatic;49;21826;64897;8646;High
34475;i3;2022;Europe;Black;Diesel;Manual;15;67113;94579;4086;Low
34476;X6;2020;South America;Grey;Petrol;Automatic;37;164021;90854;8903;High
34477;X1;2013;Africa;Blue;Diesel;Automatic;45;66674;89700;4851;Low
34478;X6;2020;North America;Silver;Hybrid;Automatic;46;134226;62110;6906;Low
34479;X5;2024;Africa;Black;Hybrid;Automatic;40;182524;113450;467;Low
34480;3 Series;2013;North America;Red;Petrol;Manual;35;40821;91931;6782;Low
34481;M3;2011;Asia;Black;Electric;Automatic;31;187501;68097;3405;Low
34482;X6;2013;Middle East;Black;Petrol;Automatic;31;63702;31997;7534;High
34483;i3;2020;South America;Grey;Petrol;Automatic;30;59710;93129;5779;Low
34484;X6;2021;North America;Blue;Electric;Manual;39;73158;96099;432;Low
34485;M5;2018;Europe;Grey;Diesel;Manual;41;35975;60252;8392;High
34486;i3;2013;Asia;Blue;Electric;Automatic;33;136260;91545;978;Low
34487;X6;2021;Africa;Black;Petrol;Manual;41;22501;113538;1061;Low
34488;7 Series;2010;South America;White;Petrol;Manual;33;134389;91473;4645;Low
34489;X6;2010;Africa;Grey;Electric;Manual;18;36024;101027;6794;Low
34490;7 Series;2010;Middle East;Grey;Hybrid;Automatic;45;22108;117909;901;Low
34491;X1;2023;Africa;Silver;Petrol;Automatic;45;197352;80783;2957;Low
34492;i3;2014;Europe;Blue;Diesel;Automatic;24;141084;80455;5672;Low
34493;X1;2015;Asia;Red;Electric;Manual;43;24244;36424;8178;High
34494;M5;2021;South America;Grey;Hybrid;Automatic;33;197771;85664;9965;High
34495;3 Series;2015;Africa;Silver;Diesel;Automatic;19;104208;94856;3996;Low
34496;M3;2015;Africa;Red;Diesel;Automatic;29;33082;111446;5843;Low
34497;X5;2018;North America;Red;Hybrid;Automatic;18;84430;112652;2939;Low
34498;3 Series;2010;Europe;Grey;Diesel;Automatic;43;8406;93957;4601;Low
34499;X5;2019;North America;White;Diesel;Automatic;22;71861;53921;3648;Low
34500;M5;2015;Europe;Blue;Petrol;Manual;21;159004;53322;3735;Low
34501;X1;2022;Africa;Red;Diesel;Manual;22;148215;56337;6826;Low
34502;M3;2017;Europe;Silver;Petrol;Automatic;23;150247;95832;5475;Low
34503;X5;2017;Middle East;White;Diesel;Automatic;39;142890;66817;3023;Low
34504;i8;2021;South America;Red;Hybrid;Automatic;37;40306;65766;5047;Low
34505;i3;2024;North America;Black;Electric;Automatic;20;59140;47599;9955;High
34506;X1;2024;South America;Blue;Hybrid;Automatic;40;163445;78621;8801;High
34507;7 Series;2012;Middle East;Black;Electric;Manual;27;173538;84832;8715;High
34508;X5;2022;North America;Blue;Petrol;Automatic;31;165157;92372;449;Low
34509;5 Series;2014;Europe;Red;Hybrid;Manual;19;105098;34725;1051;Low
34510;M3;2019;South America;Blue;Diesel;Automatic;40;49301;112780;1349;Low
34511;X6;2013;Middle East;Silver;Electric;Manual;28;62401;103505;2944;Low
34512;7 Series;2021;Middle East;Red;Petrol;Manual;37;150412;84106;2317;Low
34513;5 Series;2010;Middle East;White;Petrol;Automatic;30;76277;115233;5421;Low
34514;7 Series;2018;North America;White;Electric;Automatic;17;19049;92439;6120;Low
34515;X5;2014;Africa;White;Electric;Automatic;40;131183;44451;9902;High
34516;3 Series;2011;Africa;Silver;Electric;Automatic;34;131966;105026;7423;High
34517;5 Series;2021;North America;Red;Electric;Manual;30;178596;48325;9133;High
34518;X5;2011;Asia;Silver;Electric;Automatic;22;79538;77766;520;Low
34519;3 Series;2020;Asia;Grey;Petrol;Manual;37;2810;99563;9984;High
34520;X3;2016;Africa;Red;Diesel;Manual;25;151072;58220;3868;Low
34521;M3;2013;Asia;Silver;Electric;Automatic;30;60920;42003;6414;Low
34522;i8;2010;Africa;Black;Diesel;Manual;17;13111;96559;4485;Low
34523;5 Series;2014;South America;Red;Hybrid;Manual;42;42581;99698;8641;High
34524;5 Series;2011;Middle East;Red;Electric;Manual;18;183356;119092;5558;Low
34525;X6;2024;Africa;Red;Petrol;Automatic;46;102662;98509;6072;Low
34526;X1;2016;North America;Grey;Petrol;Manual;45;39269;102584;2619;Low
34527;X6;2024;Asia;Silver;Electric;Automatic;49;77572;109181;4593;Low
34528;i8;2018;Europe;Silver;Diesel;Manual;47;32378;55024;3309;Low
34529;M5;2022;North America;Silver;Electric;Manual;49;28473;40720;1393;Low
34530;M5;2010;North America;Red;Diesel;Automatic;46;156448;113338;9510;High
34531;X6;2021;Europe;Black;Hybrid;Manual;19;3905;90734;1353;Low
34532;3 Series;2011;Middle East;Black;Diesel;Manual;30;21608;108777;6412;Low
34533;X1;2020;Middle East;Black;Electric;Manual;18;33238;45777;715;Low
34534;i3;2015;Africa;White;Electric;Automatic;34;55460;116298;5909;Low
34535;M5;2017;North America;White;Electric;Automatic;34;162018;57090;2031;Low
34536;X1;2016;Middle East;Blue;Hybrid;Manual;47;108483;73682;7685;High
34537;i3;2018;Asia;Silver;Hybrid;Manual;49;40235;37955;9734;High
34538;X6;2023;North America;Black;Hybrid;Automatic;24;65605;110986;6631;Low
34539;M3;2011;Europe;Red;Diesel;Automatic;35;160332;68061;4478;Low
34540;X5;2021;Europe;Blue;Hybrid;Manual;31;181029;90327;4725;Low
34541;5 Series;2018;South America;Silver;Petrol;Manual;34;103007;118816;4845;Low
34542;X5;2013;Middle East;White;Hybrid;Manual;34;63294;83993;6872;Low
34543;7 Series;2020;North America;Red;Electric;Manual;47;52597;115989;7413;High
34544;X5;2024;Europe;White;Electric;Automatic;46;152548;113335;726;Low
34545;5 Series;2012;Asia;Silver;Hybrid;Manual;19;142319;39339;4546;Low
34546;3 Series;2016;North America;White;Diesel;Manual;27;34517;79228;976;Low
34547;i3;2014;Africa;Grey;Petrol;Manual;41;25698;115559;6355;Low
34548;3 Series;2022;Europe;Blue;Electric;Automatic;39;150767;70597;6775;Low
34549;M3;2014;South America;Red;Electric;Manual;37;171303;73351;9605;High
34550;X3;2021;North America;Black;Petrol;Automatic;50;66741;80527;4515;Low
34551;7 Series;2022;Middle East;Grey;Hybrid;Automatic;27;150935;95588;7362;High
34552;X5;2011;North America;Grey;Petrol;Manual;33;35424;40001;4709;Low
34553;X3;2015;North America;Silver;Diesel;Automatic;49;196404;114238;8445;High
34554;M3;2015;North America;Black;Diesel;Automatic;39;132947;94868;618;Low
